Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,False
Toyota,Prius,1.0,Hybrid,1999,162491,3420,Volkswagen
Toyota,Prius,1.0,Hybrid,1996,105961,4380,Volkswagen
Toyota,RAV4,2.4,Hybrid,1986,199210,1909,Volkswagen
Volkswagen,Golf,1.4,Petrol,1993,269628,702,Volkswagen
Toyota,Prius,1.0,Hybrid,2000,124670,4961,Volkswagen
Ford,Fiesta,1.2,Petrol,2016,51225,14670,Volkswagen
Toyota,Yaris,1.2,Petrol,2017,31702,20422,Volkswagen
Ford,Mondeo,1.8,Diesel,2000,159337,4205,Volkswagen
Volkswagen,Polo,1.6,Diesel,1998,149605,2685,Volkswagen
Ford,Fiesta,1.4,Petrol,2002,163024,2724,Volkswagen
BMW,Z4,2.0,Petrol,1993,134071,3620,Volkswagen
BMW,M5,5.0,Petrol,2009,109437,36271,Volkswagen
BMW,Z4,2.0,Petrol,1998,207616,2715,Volkswagen
Ford,Focus,1.8,Petrol,2002,128295,5935,Volkswagen
BMW,M5,5.0,Petrol,1995,237921,4821,Volkswagen
Volkswagen,Polo,1.6,Petrol,2013,78128,11930,Volkswagen
Ford,Focus,2.0,Petrol,2006,48085,14377,Volkswagen
BMW,M5,4.0,Petrol,1991,258135,2740,Volkswagen
Toyota,Prius,1.0,Hybrid,2012,65678,16886,Volkswagen
Volkswagen,Polo,1.0,Petrol,2005,100618,4717,Volkswagen
Volkswagen,Passat,1.6,Diesel,2009,54146,16622,Volkswagen
Ford,Focus,1.8,Petrol,2004,89879,9038,Volkswagen
Toyota,Prius,1.8,Hybrid,2017,35385,38190,Volkswagen
Volkswagen,Passat,1.4,Diesel,1989,235870,962,Volkswagen
Toyota,Prius,1.0,Hybrid,1986,272299,538,Volkswagen
Porsche,911,3.5,Petrol,2003,160246,16085,Volkswagen
Ford,Fiesta,1.4,Petrol,2009,97053,7287,Volkswagen
Toyota,Prius,1.0,Hybrid,1994,164560,2408,Volkswagen
Ford,Mondeo,2.0,Diesel,2007,120177,9674,Volkswagen
Toyota,RAV4,1.8,Hybrid,2017,27846,46888,Volkswagen
Ford,Focus,1.6,Diesel,1999,193741,2790,Volkswagen
Toyota,Prius,1.0,Hybrid,2010,69683,14391,Volkswagen
Toyota,Prius,1.4,Hybrid,1995,185334,2552,Volkswagen
Ford,Fiesta,1.2,Petrol,2004,101827,4668,Volkswagen
Ford,Fiesta,1.4,Petrol,1987,348997,181,Volkswagen
BMW,X3,2.4,Diesel,1995,170877,3693,Volkswagen
Ford,Mondeo,1.4,Petrol,1993,233774,1154,Volkswagen
Porsche,Cayenne,3.0,Diesel,2004,127616,14604,Volkswagen
Volkswagen,Polo,1.2,Petrol,2005,90377,5564,Volkswagen
Toyota,RAV4,2.0,Hybrid,1994,152388,4429,Volkswagen
Porsche,911,2.6,Petrol,2017,37709,85559,Volkswagen
Volkswagen,Polo,1.0,Petrol,2003,78454,4831,Volkswagen
Ford,Focus,1.4,Petrol,2014,62694,18688,Volkswagen
Toyota,Prius,1.0,Hybrid,1996,223453,1645,Volkswagen
Ford,Focus,2.0,Diesel,2017,42994,32425,Volkswagen
Toyota,Yaris,1.4,Petrol,1991,200440,1098,Volkswagen
Ford,Focus,1.6,Diesel,1998,153341,3680,Volkswagen
Toyota,Prius,1.0,Hybrid,2005,124317,6942,Volkswagen
Ford,Fiesta,1.2,Petrol,2006,111418,4967,Volkswagen
Volkswagen,Golf,1.6,Petrol,1993,175138,1757,Volkswagen
Ford,Focus,2.0,Petrol,1988,206005,1281,Volkswagen
Toyota,Yaris,1.4,Hybrid,2014,39987,20640,Volkswagen
Ford,Focus,1.4,Diesel,2008,82016,11548,Volkswagen
Volkswagen,Polo,2.0,Petrol,2000,65246,6114,Volkswagen
Toyota,RAV4,1.8,Hybrid,2022,8206,72830,Volkswagen
Ford,Focus,1.8,Petrol,2002,113840,6634,Volkswagen
Ford,Focus,1.4,Petrol,2009,105107,9960,Volkswagen
Ford,Mondeo,1.6,Diesel,2000,104926,6088,Volkswagen
Ford,Fiesta,1.2,Petrol,1990,136488,1407,Volkswagen
BMW,Z4,2.2,Petrol,2001,179835,4433,Volkswagen
BMW,M5,4.4,Petrol,2017,26807,100225,Volkswagen
Toyota,RAV4,2.4,Hybrid,1996,211933,3323,Volkswagen
Volkswagen,Passat,1.6,Diesel,2001,94439,7423,Volkswagen
Toyota,Prius,1.8,Hybrid,2003,140820,7155,Volkswagen
Volkswagen,Passat,1.4,Diesel,2002,183683,3642,Volkswagen
Toyota,RAV4,2.4,Hybrid,1992,96238,6560,Volkswagen
Toyota,RAV4,2.2,Hybrid,1996,276774,1753,Volkswagen
Volkswagen,Passat,1.8,Diesel,2011,81558,16797,Volkswagen
Volkswagen,Passat,1.6,Diesel,2010,36230,19824,Volkswagen
Toyota,Prius,1.8,Hybrid,2007,88948,13844,Volkswagen
Toyota,Yaris,1.0,Hybrid,1995,190960,1580,Volkswagen
Toyota,Yaris,1.0,Petrol,2012,83482,9593,Volkswagen
Toyota,Yaris,1.0,Hybrid,1997,268975,889,Volkswagen
Ford,Fiesta,1.2,Petrol,2010,100622,7026,Volkswagen
Volkswagen,Polo,1.4,Petrol,2018,26352,21549,Volkswagen
BMW,M5,5.0,Petrol,1997,142640,12584,Volkswagen
Volkswagen,Passat,1.4,Diesel,2007,131178,7849,Volkswagen
BMW,X3,3.0,Diesel,1996,200012,3431,Volkswagen
Toyota,RAV4,2.4,Hybrid,2020,31732,64671,Volkswagen
Toyota,Yaris,1.2,Petrol,2004,71862,6675,Volkswagen
Volkswagen,Polo,2.0,Petrol,2019,27222,27397,Volkswagen
Toyota,RAV4,1.8,Hybrid,2004,128141,9941,Volkswagen
Volkswagen,Golf,1.2,Diesel,2008,89612,8514,Volkswagen
Toyota,Yaris,1.2,Petrol,2008,109528,6665,Volkswagen
Ford,Focus,1.6,Diesel,2010,44308,18042,Volkswagen
Volkswagen,Passat,2.0,Diesel,2018,26292,40013,Volkswagen
Ford,Mondeo,1.8,Diesel,2011,78444,16244,Volkswagen
Toyota,Prius,1.0,Hybrid,2002,166072,4053,Volkswagen
Ford,Fiesta,1.2,Diesel,2004,108527,4664,Volkswagen
BMW,X3,2.0,Petrol,2007,89373,13534,Volkswagen
Toyota,Yaris,1.0,Hybrid,1991,101348,2498,Volkswagen
BMW,Z4,2.0,Petrol,2014,52250,26355,Volkswagen
BMW,M5,4.0,Petrol,1988,277296,1875,Volkswagen
Toyota,RAV4,1.8,Hybrid,1993,187256,2927,Volkswagen
Ford,Focus,1.6,Petrol,1989,156509,1873,Volkswagen
BMW,M5,5.0,Petrol,1997,100215,17449,Volkswagen
Volkswagen,Polo,2.0,Petrol,2018,33870,24667,Volkswagen
BMW,M5,5.0,Petrol,1993,161948,8226,Volkswagen
Toyota,Prius,1.4,Hybrid,1998,176103,3374,Volkswagen
Volkswagen,Golf,1.2,Petrol,2017,21962,22701,Volkswagen
Porsche,911,2.6,Petrol,2000,154101,11943,Volkswagen
Toyota,RAV4,2.4,Petrol,2013,59095,28588,Volkswagen
Toyota,Yaris,1.0,Hybrid,2017,35385,21896,Volkswagen
Ford,Mondeo,2.0,Diesel,1988,253165,868,Volkswagen
Ford,Fiesta,1.2,Petrol,2007,73777,6951,Volkswagen
Volkswagen,Polo,1.0,Petrol,2017,36222,16094,Volkswagen
BMW,X3,3.0,Diesel,2009,67404,23124,Volkswagen
Toyota,Prius,1.8,Hybrid,2018,44805,38584,Volkswagen
Toyota,Prius,1.4,Hybrid,2017,3000,40218,Volkswagen
Volkswagen,Passat,2.0,Diesel,2005,92902,10956,Volkswagen
Porsche,718 Cayman,4.0,Petrol,2019,23317,74682,Volkswagen
BMW,Z4,2.0,Petrol,2013,84482,19903,Volkswagen
Toyota,RAV4,2.2,Hybrid,1997,231856,2841,Volkswagen
Toyota,Prius,1.0,Hybrid,2006,133176,6923,Volkswagen
Ford,Fiesta,1.4,Petrol,2013,75815,11047,Volkswagen
Toyota,RAV4,2.4,Hybrid,2022,7641,84344,Volkswagen
BMW,Z4,2.4,Petrol,2008,118890,12136,Volkswagen
Ford,Fiesta,1.0,Petrol,2013,53369,10817,Volkswagen
Ford,Focus,1.0,Diesel,2006,124336,6254,Volkswagen
Volkswagen,Polo,2.0,Petrol,2014,34108,18867,Volkswagen
Ford,Mondeo,1.6,Petrol,2006,54175,12266,Volkswagen
Volkswagen,Passat,1.6,Diesel,2009,94297,12666,Volkswagen
BMW,Z4,2.2,Petrol,2009,81312,16345,Volkswagen
Toyota,Yaris,1.0,Petrol,2005,73270,6452,Volkswagen
Volkswagen,Passat,1.8,Petrol,2020,22900,42102,Volkswagen
Volkswagen,Golf,1.4,Petrol,1988,110448,1982,Volkswagen
BMW,Z4,2.2,Petrol,1987,97625,3358,Volkswagen
Toyota,RAV4,2.0,Hybrid,2009,114001,16308,Volkswagen
Toyota,Prius,1.0,Hybrid,2017,36797,28229,Volkswagen
Volkswagen,Passat,2.0,Petrol,2007,110164,10503,Volkswagen
BMW,X3,3.0,Diesel,2008,158493,10899,Volkswagen
Volkswagen,Passat,1.8,Diesel,2009,76156,15256,Volkswagen
Volkswagen,Polo,2.0,Petrol,1994,199874,1428,Volkswagen
Ford,Mondeo,1.6,Diesel,2006,111426,8652,Volkswagen
Volkswagen,Polo,2.0,Petrol,1995,217881,1300,Volkswagen
Ford,Focus,1.0,Petrol,2008,31665,12815,Volkswagen
Toyota,RAV4,2.2,Hybrid,1988,218946,1752,Volkswagen
Volkswagen,Golf,1.4,Hybrid,2006,49627,12009,Volkswagen
Ford,Fiesta,1.4,Petrol,2016,23524,18670,Volkswagen
Toyota,RAV4,2.4,Hybrid,1992,218483,2400,Volkswagen
Toyota,Yaris,1.0,Petrol,2018,8192,22677,Volkswagen
Ford,Fiesta,1.0,Petrol,1988,332898,191,Volkswagen
Porsche,718 Cayman,4.0,Petrol,2019,38805,68298,Volkswagen
Porsche,911,2.2,Petrol,2007,81323,30512,Volkswagen
Toyota,Prius,1.0,Hybrid,2018,33140,30830,Volkswagen
Toyota,Prius,1.4,Hybrid,2013,68493,20963,Volkswagen
Volkswagen,Golf,1.8,Petrol,2012,42638,17670,Volkswagen
Volkswagen,Passat,1.6,Diesel,2004,126392,7133,Volkswagen
Toyota,Prius,1.4,Hybrid,2006,78185,12312,Volkswagen
Volkswagen,Golf,1.8,Diesel,1996,53072,5987,Volkswagen
Volkswagen,Polo,1.4,Petrol,2006,137494,4497,Volkswagen
Toyota,RAV4,2.0,Petrol,1994,107802,5238,Volkswagen
Volkswagen,Golf,2.0,Hybrid,2016,45215,28728,Volkswagen
Ford,Mondeo,2.0,Diesel,1992,209131,1692,Volkswagen
Toyota,Prius,1.8,Hybrid,2017,50015,34955,Volkswagen
Volkswagen,Passat,1.8,Diesel,2002,177487,4356,Volkswagen
Volkswagen,Polo,1.6,Petrol,2007,76014,8114,Volkswagen
Porsche,Cayenne,3.0,Petrol,2019,14541,80346,Volkswagen
Ford,Mondeo,2.0,Diesel,1993,136760,3341,Volkswagen
Volkswagen,Passat,1.4,Petrol,1995,126842,3475,Volkswagen
Volkswagen,Polo,1.2,Petrol,1990,210724,769,Volkswagen
Toyota,RAV4,1.8,Hybrid,2004,44730,17841,Volkswagen
Volkswagen,Polo,1.4,Petrol,2014,62616,13234,Volkswagen
Ford,Mondeo,1.4,Diesel,2015,53387,22061,Volkswagen
Ford,Mondeo,1.4,Diesel,2005,62036,10716,Volkswagen
Volkswagen,Polo,1.6,Petrol,2021,7419,31179,Volkswagen
Toyota,RAV4,2.4,Hybrid,1998,122777,8022,Volkswagen
Ford,Fiesta,1.0,Petrol,1995,179926,1251,Volkswagen
Toyota,Yaris,1.0,Hybrid,1988,192663,976,Volkswagen
Volkswagen,Golf,1.8,Petrol,1995,182909,1992,Volkswagen
Ford,Fiesta,1.2,Petrol,1991,277445,434,Volkswagen
Ford,Fiesta,1.4,Petrol,2002,59358,5917,Volkswagen
Ford,Focus,1.8,Petrol,2004,109499,7832,Volkswagen
Ford,Fiesta,1.2,Petrol,1991,31321,3123,Volkswagen
Toyota,Yaris,1.2,Petrol,1997,152106,2290,Volkswagen
Ford,Fiesta,1.2,Petrol,1998,221072,1165,Volkswagen
Volkswagen,Polo,1.2,Petrol,2009,108762,6352,Volkswagen
Volkswagen,Golf,1.6,Diesel,2009,93917,10191,Volkswagen
Ford,Focus,1.8,Petrol,2012,78808,16647,Volkswagen
Toyota,Yaris,1.0,Hybrid,2020,18591,29416,Volkswagen
Volkswagen,Golf,2.0,Petrol,2015,20336,25880,Volkswagen
Ford,Fiesta,1.4,Petrol,2005,99433,5485,Volkswagen
Toyota,Yaris,1.4,Hybrid,1999,108055,4794,Volkswagen
Toyota,RAV4,2.2,Hybrid,1998,113469,8248,Volkswagen
Toyota,Yaris,1.4,Hybrid,2009,17746,16794,Volkswagen
Volkswagen,Passat,1.6,Diesel,2018,37000,33639,Volkswagen
Toyota,Yaris,1.2,Petrol,2016,56697,16409,Volkswagen
Ford,Fiesta,1.0,Hybrid,2005,90050,5952,Volkswagen
Toyota,Yaris,1.2,Petrol,2005,10236,10331,Volkswagen
Toyota,Prius,1.4,Hybrid,2011,73446,17747,Volkswagen
Volkswagen,Passat,1.8,Diesel,2019,12089,43860,Volkswagen
Volkswagen,Passat,1.6,Diesel,1997,246841,1585,Volkswagen
Ford,Fiesta,1.0,Petrol,1989,228489,545,Volkswagen
Volkswagen,Polo,1.0,Petrol,1987,74941,1703,Volkswagen
Ford,Mondeo,1.8,Diesel,2013,78467,18558,Volkswagen
BMW,X3,2.4,Diesel,1992,159582,3324,Volkswagen
Ford,Fiesta,1.4,Diesel,2016,51956,16562,Volkswagen
Ford,Focus,2.0,Petrol,1995,153651,3200,Volkswagen
Volkswagen,Passat,1.6,Petrol,2016,51874,25609,Volkswagen
Ford,Mondeo,2.0,Petrol,2018,17057,37963,Volkswagen
Volkswagen,Golf,1.8,Diesel,2013,28330,21573,Volkswagen
Ford,Mondeo,1.8,Diesel,1990,76501,4059,Volkswagen
Toyota,Yaris,1.4,Petrol,1992,263439,662,Volkswagen
Ford,Mondeo,2.0,Diesel,2017,32806,34132,Volkswagen
Ford,Fiesta,1.0,Petrol,2017,40144,15320,Volkswagen
Ford,Fiesta,1.0,Petrol,2004,65991,5472,Volkswagen
Ford,Focus,1.4,Diesel,1988,304208,453,Volkswagen
Ford,Fiesta,1.2,Petrol,2019,40099,19181,Volkswagen
Toyota,Prius,1.0,Hybrid,2007,112118,8709,Volkswagen
Toyota,Prius,1.0,Hybrid,1999,181082,2921,Volkswagen
Ford,Mondeo,1.6,Diesel,2017,25780,31782,Volkswagen
Ford,Mondeo,1.6,Diesel,2009,114927,10292,Volkswagen
Ford,Fiesta,1.2,Diesel,2018,28705,20140,Volkswagen
BMW,M5,5.0,Petrol,2016,33003,96456,Volkswagen
Toyota,Yaris,1.0,Petrol,2014,20330,16276,Volkswagen
Ford,Fiesta,1.2,Petrol,1991,200792,875,Volkswagen
BMW,Z4,2.2,Petrol,2017,26097,39462,Volkswagen
Toyota,Yaris,1.4,Hybrid,2008,96348,9521,Volkswagen
Ford,Mondeo,1.6,Diesel,1999,231201,1979,Volkswagen
Ford,Focus,1.8,Diesel,1996,194671,2404,Volkswagen
Ford,Fiesta,1.0,Petrol,1986,186792,647,Volkswagen
Ford,Fiesta,1.2,Petrol,2016,47023,15057,Volkswagen
Ford,Focus,1.4,Petrol,1999,209016,2172,Volkswagen
Toyota,RAV4,2.2,Hybrid,2015,49011,40000,Volkswagen
Toyota,Prius,1.8,Hybrid,2014,74111,24468,Volkswagen
Volkswagen,Polo,2.0,Petrol,1997,112610,3579,Volkswagen
Volkswagen,Golf,1.4,Petrol,2005,139079,4930,Volkswagen
Toyota,RAV4,2.0,Hybrid,2011,115436,18432,Volkswagen
Ford,Fiesta,1.4,Hybrid,1998,203946,1759,Volkswagen
Ford,Focus,1.0,Petrol,2015,64378,16698,Volkswagen
Toyota,Prius,1.4,Hybrid,2014,51160,25059,Volkswagen
Volkswagen,Passat,1.8,Diesel,2016,35032,31590,Volkswagen
Volkswagen,Golf,1.4,Petrol,2009,36898,13204,Volkswagen
Toyota,RAV4,2.2,Hybrid,2003,117577,11157,Volkswagen
Porsche,718 Cayman,2.0,Petrol,2019,23179,52849,Volkswagen
Ford,Focus,1.6,Petrol,1994,229874,1379,Volkswagen
Toyota,Prius,1.4,Hybrid,1992,25657,6727,Volkswagen
Toyota,Prius,1.8,Hybrid,2009,80004,16840,Volkswagen
Ford,Focus,1.8,Petrol,2006,89118,10384,Volkswagen
Ford,Mondeo,1.8,Diesel,2014,66411,21515,Volkswagen
Volkswagen,Passat,1.4,Diesel,2018,45260,29941,Volkswagen
Ford,Mondeo,1.6,Petrol,1998,45961,7573,Volkswagen
Volkswagen,Passat,1.4,Diesel,2011,63944,16681,Volkswagen
Volkswagen,Polo,1.0,Petrol,2006,108325,4763,Volkswagen
BMW,Z4,2.2,Petrol,1996,55374,8162,Volkswagen
Ford,Fiesta,1.4,Hybrid,2012,83697,11746,Volkswagen
Toyota,Yaris,1.2,Petrol,1992,217077,937,Volkswagen
Toyota,RAV4,2.4,Hybrid,1993,171497,3869,Volkswagen
Ford,Fiesta,1.4,Petrol,2005,123221,4586,Volkswagen
Volkswagen,Passat,1.4,Diesel,1994,131192,3299,Volkswagen
Volkswagen,Polo,1.0,Petrol,2007,43873,7893,Volkswagen
Toyota,RAV4,1.8,Hybrid,1991,146753,3602,Volkswagen
Volkswagen,Polo,1.4,Petrol,2022,6573,31313,Volkswagen
Toyota,Prius,1.8,Hybrid,2018,35046,40904,Volkswagen
Ford,Mondeo,1.6,Diesel,2011,83905,14746,Volkswagen
BMW,X3,2.0,Diesel,2004,66249,13632,Volkswagen
BMW,M5,4.4,Petrol,1994,237802,4235,Volkswagen
Toyota,Prius,1.0,Hybrid,1988,162581,1641,Volkswagen
Toyota,Yaris,1.4,Petrol,2002,77494,6073,Volkswagen
Ford,Focus,1.4,Diesel,2018,37174,30027,Volkswagen
Ford,Mondeo,1.8,Diesel,1994,145664,3154,Volkswagen
Porsche,Cayenne,2.6,Petrol,2003,117525,13096,Volkswagen
Toyota,Prius,1.8,Hybrid,2014,79344,23609,Volkswagen
Ford,Mondeo,1.6,Diesel,2011,54195,17972,Volkswagen
BMW,X3,2.0,Diesel,2008,78524,16386,Volkswagen
Toyota,Yaris,1.2,Petrol,2008,78845,8311,Volkswagen
Porsche,Cayenne,2.6,Petrol,1991,82206,7616,Volkswagen
Volkswagen,Golf,1.2,Diesel,1991,193622,1192,Volkswagen
Ford,Fiesta,1.2,Diesel,1999,181317,1856,Volkswagen
Toyota,RAV4,1.8,Hybrid,2003,123929,9610,Volkswagen
Ford,Mondeo,1.8,Diesel,2002,138107,5713,Volkswagen
Toyota,Yaris,1.2,Petrol,1997,128424,2769,Volkswagen
Ford,Mondeo,2.0,Diesel,2001,113121,6843,Volkswagen
Volkswagen,Passat,2.0,Diesel,1996,179523,3024,Volkswagen
Volkswagen,Passat,1.6,Diesel,2002,153328,5030,Volkswagen
Porsche,Cayenne,3.5,Diesel,2016,54760,58952,Volkswagen
Volkswagen,Passat,2.0,Diesel,2008,129903,10130,Volkswagen
Ford,Focus,1.0,Petrol,2006,61320,9348,Volkswagen
Volkswagen,Polo,2.0,Petrol,2013,71145,13986,Volkswagen
Porsche,Cayenne,2.6,Diesel,1999,166199,7120,Volkswagen
Volkswagen,Golf,2.0,Hybrid,2000,112174,6247,Volkswagen
Toyota,Yaris,1.4,Hybrid,1996,132581,3250,Volkswagen
Toyota,RAV4,2.0,Hybrid,2015,38117,40746,Volkswagen
Toyota,Yaris,1.0,Hybrid,2001,137043,3700,Volkswagen
BMW,Z4,2.2,Petrol,1995,267466,1349,Volkswagen
Volkswagen,Polo,1.2,Petrol,1998,213867,1275,Volkswagen
Toyota,RAV4,2.0,Hybrid,2017,20451,51515,Volkswagen
Volkswagen,Passat,1.4,Diesel,1990,229011,1095,Volkswagen
Toyota,Yaris,1.0,Petrol,2007,34166,9435,Volkswagen
Toyota,Prius,1.0,Hybrid,1991,193746,1535,Volkswagen
Toyota,Yaris,1.4,Hybrid,1992,178944,1698,Volkswagen
Toyota,Yaris,1.0,Hybrid,1991,192903,1190,Volkswagen
Toyota,Yaris,1.0,Hybrid,2018,23960,24991,Volkswagen
Volkswagen,Polo,1.0,Petrol,2019,19583,20216,Volkswagen
Ford,Fiesta,1.0,Petrol,1991,160759,1126,Volkswagen
Ford,Focus,1.4,Petrol,2009,124409,8603,Volkswagen
Toyota,Prius,1.8,Hybrid,2013,79996,21987,Volkswagen
Ford,Focus,1.0,Diesel,1993,168494,1837,Volkswagen
BMW,X3,3.0,Diesel,1985,190509,1791,Volkswagen
Toyota,Prius,1.0,Hybrid,1991,278999,705,Volkswagen
Porsche,911,3.0,Petrol,1989,156105,6060,Volkswagen
Ford,Fiesta,1.2,Petrol,1996,107680,2622,Volkswagen
Ford,Focus,1.6,Hybrid,2017,40572,33632,Volkswagen
Toyota,RAV4,2.0,Hybrid,2018,25387,53573,Volkswagen
BMW,Z4,2.2,Petrol,1997,130914,5083,Volkswagen
Volkswagen,Passat,1.4,Diesel,2018,42902,30374,Volkswagen
Toyota,Prius,1.4,Hybrid,1995,65078,6458,Volkswagen
BMW,Z4,2.4,Petrol,2000,126350,6720,Volkswagen
Toyota,Prius,1.0,Hybrid,2017,33312,28812,Volkswagen
Toyota,RAV4,2.4,Hybrid,2015,76336,34965,Volkswagen
BMW,M5,4.4,Petrol,1995,141999,10385,Volkswagen
BMW,X3,2.4,Petrol,1992,158526,3194,Volkswagen
Ford,Focus,1.0,Petrol,1990,149519,1677,Volkswagen
Toyota,RAV4,2.4,Hybrid,2002,158870,7839,Volkswagen
Volkswagen,Passat,2.0,Diesel,1995,173730,2973,Volkswagen
Ford,Fiesta,1.2,Petrol,2015,50519,13784,Volkswagen
Ford,Mondeo,1.4,Diesel,2018,39028,29427,Volkswagen
Ford,Mondeo,1.8,Diesel,2008,74100,13699,Volkswagen
BMW,Z4,2.2,Petrol,1989,225545,1330,Volkswagen
Porsche,911,3.5,Petrol,2014,63934,69001,Volkswagen
Ford,Focus,2.0,Hybrid,2008,50791,19385,Volkswagen
Ford,Mondeo,1.8,Diesel,1995,93647,5024,Volkswagen
Volkswagen,Passat,2.0,Diesel,1992,224814,1553,Volkswagen
Toyota,Prius,1.4,Hybrid,1988,18166,5371,Volkswagen
Volkswagen,Polo,1.2,Petrol,2016,33500,16758,Volkswagen
Volkswagen,Polo,1.2,Petrol,2014,64268,12120,Volkswagen
Ford,Focus,1.8,Hybrid,2017,24130,39242,Volkswagen
BMW,M5,4.4,Petrol,2018,34141,102706,Volkswagen
BMW,M5,5.0,Petrol,2021,17436,146939,Volkswagen
Volkswagen,Golf,1.6,Hybrid,2004,80057,9201,Volkswagen
Ford,Mondeo,1.6,Diesel,2008,119676,9285,Volkswagen
Volkswagen,Passat,1.8,Diesel,1998,182914,3184,Volkswagen
Ford,Mondeo,1.8,Diesel,1987,293197,529,Volkswagen
BMW,M5,5.0,Petrol,2014,85906,60054,Volkswagen
Ford,Focus,1.6,Diesel,2019,16930,38488,Volkswagen
Toyota,Yaris,1.4,Hybrid,1997,83524,5009,Volkswagen
BMW,X3,2.4,Diesel,2019,35129,49291,Volkswagen
Toyota,RAV4,1.8,Hybrid,1998,226710,2879,Volkswagen
Ford,Focus,2.0,Diesel,2007,102513,11151,Volkswagen
Toyota,Yaris,1.0,Hybrid,2019,13166,28336,Volkswagen
Volkswagen,Passat,1.4,Diesel,2018,22975,34106,Volkswagen
Volkswagen,Golf,1.8,Petrol,2019,25832,31088,Volkswagen
Volkswagen,Golf,1.2,Petrol,2002,74438,6039,Volkswagen
Volkswagen,Passat,1.8,Diesel,1999,68608,8241,Volkswagen
Toyota,Prius,1.4,Hybrid,1986,318316,411,Volkswagen
Volkswagen,Passat,1.4,Diesel,2007,109066,9303,Volkswagen
Volkswagen,Polo,1.4,Petrol,2015,32893,16993,Volkswagen
Volkswagen,Polo,1.0,Petrol,1994,183689,1162,Volkswagen
Porsche,Cayenne,2.6,Diesel,1997,157741,6687,Volkswagen
Ford,Focus,1.6,Diesel,1996,225947,1715,Volkswagen
Ford,Focus,1.8,Diesel,2011,73323,16975,Volkswagen
Volkswagen,Passat,1.6,Petrol,2015,45410,24936,Volkswagen
Volkswagen,Golf,1.2,Petrol,2000,205943,1856,Volkswagen
Ford,Mondeo,1.6,Diesel,2009,82166,13063,Volkswagen
Ford,Focus,1.8,Diesel,1997,200883,2433,Volkswagen
Volkswagen,Polo,1.4,Petrol,1989,168321,1124,Volkswagen
Volkswagen,Golf,2.0,Petrol,1993,222454,1296,Volkswagen
Porsche,Cayenne,3.5,Petrol,1998,156880,7955,Volkswagen
Ford,Mondeo,1.4,Diesel,2003,68589,8983,Volkswagen
Volkswagen,Polo,2.0,Petrol,2010,82624,10587,Volkswagen
Ford,Focus,1.6,Petrol,2019,2000,39636,Volkswagen
Toyota,Prius,1.0,Hybrid,1990,173898,1704,Volkswagen
Ford,Mondeo,1.8,Diesel,2016,66823,24517,Volkswagen
Toyota,Prius,1.0,Hybrid,2005,89823,8975,Volkswagen
Volkswagen,Golf,2.0,Petrol,2005,156965,5094,Volkswagen
Ford,Mondeo,1.4,Diesel,2007,130390,7476,Volkswagen
Porsche,911,3.5,Petrol,2005,100456,29388,Volkswagen
Volkswagen,Polo,1.6,Petrol,1986,193428,793,Volkswagen
BMW,X3,3.0,Diesel,2017,33208,48774,Volkswagen
Volkswagen,Golf,1.6,Petrol,2008,75120,10355,Volkswagen
Toyota,Prius,1.4,Hybrid,1989,262773,850,Volkswagen
Volkswagen,Polo,1.0,Diesel,2004,76273,5504,Volkswagen
Toyota,Yaris,1.0,Hybrid,1986,294507,335,Volkswagen
Ford,Focus,1.6,Petrol,2017,38099,28444,Volkswagen
Toyota,RAV4,1.8,Hybrid,2013,61940,29168,Volkswagen
Toyota,RAV4,2.2,Petrol,1985,68527,3979,Volkswagen
Volkswagen,Passat,1.6,Diesel,2000,20688,11122,Volkswagen
Volkswagen,Golf,1.4,Diesel,2022,5195,39296,Volkswagen
BMW,M5,5.0,Petrol,1986,235244,2711,Volkswagen
Ford,Mondeo,1.4,Diesel,2006,87176,9659,Volkswagen
Ford,Fiesta,1.0,Petrol,1993,279584,443,Volkswagen
BMW,Z4,2.2,Petrol,2017,31861,38182,Volkswagen
Toyota,Yaris,1.4,Petrol,1994,46209,4366,Volkswagen
Volkswagen,Polo,1.0,Petrol,2006,64702,6472,Volkswagen
Ford,Fiesta,1.4,Hybrid,2016,51833,18942,Volkswagen
Toyota,RAV4,2.4,Hybrid,2012,41701,35769,Volkswagen
Toyota,RAV4,2.2,Hybrid,2003,156406,8188,Volkswagen
BMW,X3,3.0,Petrol,1991,194227,2463,Volkswagen
BMW,X3,3.0,Diesel,1992,108284,5578,Volkswagen
Ford,Fiesta,1.2,Diesel,2017,50636,16526,Volkswagen
Toyota,Prius,1.4,Hybrid,2009,142726,9271,Volkswagen
Volkswagen,Polo,1.0,Petrol,2018,29018,17938,Volkswagen
Toyota,Prius,1.8,Hybrid,2020,5829,54900,Volkswagen
BMW,X3,2.4,Diesel,1997,91455,7875,Volkswagen
Volkswagen,Polo,1.2,Petrol,1997,110943,2807,Volkswagen
Ford,Fiesta,1.0,Petrol,2008,126083,4630,Volkswagen
BMW,Z4,2.2,Petrol,2013,34641,28775,Volkswagen
Toyota,Prius,1.4,Hybrid,2003,185411,4347,Volkswagen
Ford,Mondeo,1.6,Diesel,1991,145989,2428,Volkswagen
Toyota,Prius,1.0,Hybrid,2005,68477,10394,Volkswagen
